,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
10315,2002-11-15 00:45:00,swadlincote derby&#44 uk (near),,,flash,180,3 mins,SIGHTING NEAR SWADLINCOTE DERBYSHIRE,11/20/2002,52.771318,-1.554997
10367,2004-11-15 19:00:00,mayag&uuml;ez,,,light,180,3 minutes,I live in the country part of Puerto Rico and I know something weird is happening.One night&#44 I was outside&#44 sweeping the front porc,12/03/2004,18.201346,-67.145152
10432,2007-11-15 21:00:00,cork (republic of ireland),,,circle,240,3 -4 mins,large circular object that was spinning while moving forward 4 lights around edge 2 underneat,11/28/2007,51.896892,-8.486316
10586,1998-11-16 22:30:00,sheffield city (just outside)(south yorkshire) (uk/england),,,egg,600,10 mins est.,Strange sighting near Sheffield&#44 UK.,4/28/2001,53.381129,-1.470085
10805,2003-11-16 06:30:00,santa bonifacio (corsica),,,disk,600,10 minutes approx,Moon  colored disk objects sighted from the second floor of Le Royal Hotel at 6:30 AM Nov. 16&#44 2003,12/19/2003,41.481793,9.06108
10811,2003-11-16 16:15:00,uk/england,,,oval,2700,45 minutes,UFO filmed over Leyland&#44 Lancashire&#44 U. K.,11/26/2003,52.355518,-1.17432
10824,2004-11-16 16:45:00,pacific ocean/x-43a launch,,,circle,240,3-4 minutes,Black circular craft seen on NASA live streaming broadcast,12/03/2004,0,0.0
10827,2004-11-16 17:44:00,yangon (rangoon) (myanmar),,,light,60,60 seconds,7 sequence pics of UFO taken in Burma(Myanmar),07/06/2010,16.8,96.15
10869,2008-11-16 10:48:00,nasa tv broadcast,,,flash,15,15 seconds,NASA TV Space Shuttle Docking&#44 blinking white light moved across camera image at 10:48 AM Pacific Time and then disappeared,01/10/2009,0,0.0
10931,2012-11-16 11:40:00,santo domingo (dominican republic),,,flash,40,40 segundos,No hablo muy bien el ingles&#44 pero frente de mi casa cuando estaba guardando el carro&#44 noto esa luz diferente a las dem&aacute;s en el cielo y,11/19/2012,0,0.0
10949,2012-11-16 22:30:00,philippines,,,fireball,90,90 seconds,3 separate sightings of orange light in a week.,11/19/2012,12.879721,121.774017
11087,2002-11-17 20:00:00,paphos,,,other,300,5 minuites,conversation without a word,11/20/2002,34.772013,32.429737
11238,2012-11-17 21:00:00,johannesburg (south africa),,,light,120,2 minutes,2 bright orange lights moving steadely&#44 no sounds&#44 medium hight,11/19/2012,0,0.0
11260,2013-11-17 20:15:00,menstrie (near stirling)(uk/scotland),,,light,2,2 seconds,Green light.,11/20/2013,56.151116,-3.854674
11351,2002-11-18 04:30:00,in earth orbit,,,circle,40,30-40 seconds,An erratically moving object was observed during the NASA Channel&#39s live broadcast of the Leonid meteor shower 11/18/2001.,5/24/2005,0,0.0
11399,2006-11-18 10:30:00,hermosillo/obregon city (between) (sonora) (mexico),,,disk,3,3 seconds,Disc-Shaped Object seen on Hermosillo-Obregon City&#44 Sonora&#44 Mexico Highway,12/07/2006,29.097274,-110.984339
11589,2002-11-19 05:33:00,luxembourg,,,light,1200,20+min.,stationary bright light in the night sky,12/23/2002,49.815273,6.129583
11630,2004-11-19 19:30:00,uk/england,,,cross,60,1 min,flying cone in the sky,12/03/2004,52.355518,-1.17432
11692,2009-11-19 21:40:00,cape town (south africa),,,flash,2400,40 minutes,Two unidentifiable flashing light&#44 relatively stationary&#44 observed in sky at approximately 21:40&#44 and stayed there for 40 mins.,12/12/2009,-33.924868,18.424055
11703,2010-11-19 20:30:00,randburg (johannesburg) (south africa),,,unknown,120,2 min,occurred round-about 20:30 to 22:00 i looked into the clear sky &#44 and notice a large single bright light heading towards me (not for me,11/21/2010,-26.093611,28.006389
11792,1967-01-01 01:00:00,cam rahn bay (viet nam),,,cigar,30,30sec+,Saw UFO when in Viet Nam..no doubt about it.,4/27/2007,11.893334,109.170167
11799,1968-01-01 22:00:00,da nang (viet nam),,,unknown,600,10 min,Silent&#44 slow moving light that eventually took off very fast.,9/17/2000,16.054407,108.202167
11807,1970-01-01 19:00:00,panama,,,light,1800,30 minutes,possible abduction?,12/23/2002,0,0.0
11809,1971-01-01 14:00:00,hong kong,,,oval,420,7 minutes,A bright greenish type of  bubble of light landed on the merry-go-round in our primary school playground.,07/11/2000,22.396428,114.109497
11818,1975-01-01 11:45:00,singapore,,,disk,0,,Only one direction at a speed of est: 50 km.,03/04/2003,1.352083,103.819836
11835,1979-01-01 03:00:00,silvertown (american name),,,other,300,5 minutes?,Visitation Experience in Korea and other events,7/26/2002,0,0.0
11857,1990-01-01 00:15:00,sao paulo (brasil),,,disk,300,5 minutes,Large&#44 multicolored&#44 glowing craft hovered over neighborhood in Sao Paulo&#44 Brasil,4/27/2007,-23.55052,-46.633309
11861,1991-01-01 20:00:00,bandar seri begawan (brunei),,,other,15,10-15 seconds,closest encounter with a UFO - 30-40 feet away,7/16/2006,4.890278,114.942222
11912,1999-01-01 00:00:00,seoul (korea),,,fireball,300,5min.,spere with long tail (light or something like fire),5/24/1999,37.566535,126.977969
11913,1999-01-01 01:35:00,puerto ordaz&#44 bolivar (venezuela),,,light,180,3 min,It was a ligth in a rounded shape&#44 hight speed &#44 acrross a big area&#44 we saw the oval shape because of full moon,2/16/1999,8.275092,-62.767663
11932,2000-01-01 00:45:00,canouan (caranage bay resort) (grenadine islands),,,changing,60,1 minute,Witness and I both viewed an object which appeared very close then moved across the sky changing shape&#44 then moved off slowly out of si,04/01/2000,12.725493,-61.323937
12007,2003-01-01 20:42:00,port elizabeth (south africa),,,circle,180,180 seconds,the craft followed a satelite from south westerly direction towards the south easterly direction crossing the path off the satelite fou,03/04/2003,0,0.0
12013,2004-01-01 00:05:00,funchal (madeira) (portugal),,,triangle,120,about 2 mins,In the end of the fireworks i saw a small light in the sky,02/12/2004,32.666933,-16.924055
12027,2004-01-01 22:00:00,kosovo,,,triangle,10,5 - 10 seconds,Massive silent black triangle over Kosovo,08/05/2009,42.581372,20.889336
12051,2006-01-01 01:40:00,panama,,,oval,60,around 60 secs,Red oval object flying over Panama sky at 1:40am on 1/1/06,2/14/2006,0,0.0
12059,2006-01-01 21:30:00,clovelly (devon&#44 uk/england),,,other,8,8 seconds,4  square different coloured panels were 100% visible~ headed out towards the Bristol chanel and was out of sight,2/14/2006,50.999281,-4.399824
12081,2007-01-01 04:33:00,ellisras (south africa),,,unknown,60,1 min,Alleged UFO crash in Ellisras South Africa,02/01/2007,-23.666466,27.744829
12087,2007-01-01 13:00:00,larne (northern ireland),,,circle,0,unsure,sighting in northern ireland and possible abduction.. ongoing,8/24/2010,54.8575,-5.80986
12088,2007-01-01 13:40:00,hainault (on the london/essex border) (uk/england),,,triangle,240,3-4 minutes,In clear daylight three white lights in triangular formation very high in sky moving eastwards.,02/01/2007,51.608139,0.10079
12136,2008-01-01 18:20:00,kayamkulam (in kerala state) (india),,,circle,1245,20:45,I have seen a mysterious light&#44 flaming&#44 exciting Colour changing&#44 moving towards upwards in the shape of an Indian &#8216;coin&#8217;,1/21/2008,9.16572,76.503228
12148,2009-01-01 00:00:00,bandar seri begawan,,,unknown,1200,20 min,Obj. captured in camera on new year eve fireworks photo assignment for the press agency.  ((NUFORC Note:  Aircraft&#44 we believe.  PD)),01/10/2009,4.890278,114.942222
12212,2010-01-01 00:15:00,northern ireland,,,sphere,300,5 minutes,I was looking out my living room window when I saw a light in the sky which I thought must be an aeroplane but we don&#39t normally have t,2/14/2010,54.787715,-6.492315
12222,2010-01-01 00:30:00,strabane (county tyrone) (northern ireland),,,circle,3600,1 hour,orange lights,2/14/2010,54.827269,-7.463579
12260,2011-01-01 00:30:00,port of spain (trinidad),,,sphere,600,5-10 min,SLOW MOVING OBJECTS IN THE NIGHT SKY&#44 NEW YEARS 2011,01/05/2011,10.666667,-61.516667
12278,2011-01-01 17:30:00,almelo (overijssel) (netherlands),,,sphere,30,30 seconds,Round&#44 orange/red spheres.,08/05/2012,52.355085,6.659865
12294,2012-01-01 00:01:00,johannesburg (south africa),,,sphere,2100,35 minutes,Four bright ornge lights flying in a wave like pattern emmiting other smaller orbs.,01/12/2012,0,0.0
12345,2012-01-01 17:00:00,potchefstroom (south africa),,,other,1800,+- 30 minutes,&quot;V&quot; SHAPE BALL WITH TWO TRAILS LIKE THE PEACE SIGN,01/12/2012,-26.71453,27.097048
12394,2013-01-01 00:22:00,johannesburg (south africa),,,disk,480,8 minutes,Triangular and a Disc shaped craft - SOUTH AFRICA.,02/04/2013,0,0.0
12490,2014-01-01 00:30:00,johannesburg (south africa),,,unknown,3600,1 hour,Strange rumbling/hovering sounds (not only heard&#44 but &amp;quot;felt&amp;quot;) eventhough no lights/aircrafts/UFO&#39s where seen,1/16/2014,0,0.0
12534,1966-11-20 00:00:00,viet nam (3 mi. off coast of; aboard ship),,,disk,0,,i watched this for about 15 min and then it just slowly moved away,4/14/2009,14.058324,108.277199
12551,1990-11-20 22:30:00,al - jubail (approx. 35 miles sw of) (saudi arabia),,,circle,60,1min,While on guard duty during Operation Desert Shield&#44 I and three others we&#39re talking at the entrance gate to our compound in the Saudi,10/12/2001,27,49.666667
12556,1992-11-20 01:30:00,calcutta (kolkata) (india),,,diamond,600,10 minutes,A sparkling ball with edges diffusing various coloured fashes.,12/19/2003,22.572646,88.363895
12571,1996-11-20 19:00:00,wirral (liverpool) (uk/england),,,triangle,300,5 minutes,three lights in formation.,2/18/2001,53.333333,-3.083333
12611,2001-11-20 14:00:00,george (south africa),,,circle,600,10 min,Silver objects moving across the sky in South Africa&#44 George,8/27/2009,0,0.0
12653,2005-11-20 13:00:00,prague (czech republic),,,disk,15,15s,UFO scaning hill and flyed up...,12/16/2005,0,0.0
12658,2005-11-20 20:00:00,acapulco (guerrero&#44 mexico),,,circle,30,30 seconds,after work we 3  ships  flying  across the sky in acapulco in mexico,2/14/2006,16.863611,-99.8825
12753,2013-11-20 16:20:00,west bridgewater,,,,600,10 minutes,5 white lights coming together in the sky as they flickered while it flew across the sky. Very unusual and obvious to see.  Not a plane,12/02/2013,0,0.0
12813,2001-11-21 21:52:00,johannesburg (south africa),,,other,35,3&#445 seconds,There was an object that looked exactly like a star but it was moving to fast to be a satelite and to slow for a falling star &#33,12/05/2001,0,0.0
12816,2002-11-21 13:00:00,george (republic of south africa),,,light,600,10 min,Sharp fast moving bright objects seen in daylight,10/30/2006,0,0.0
12945,2013-11-21 19:20:00,fayetteville,,,sphere,10,10 seconds,Steady Orb with tail.,12/02/2013,0,0.0
12961,1968-11-02 23:59:00,mediterranean sea (near malta),,,triangle,0,uss shanger la,ITS NOV. 1968 &#44IT WASNT A SPUTNIC  R A SATELITE&#44IT STOPED IN MID SKY .&amp;TURNED 45 DEGREES&amp;WENT OUT OF SITE.,4/16/2005,34.553128,18.048011
13052,2003-01-12 07:02:00,sharjah (united arab emirates),,,oval,360,6minuits,At the time just when sun rises looking towards sun rise vertical plane with ~45 degree (elevation) a bright oval body appeared includi,3/21/2003,25.357522,55.391865
13054,2003-11-02 13:19:00,seoul (south korea),,,disk,1,less than 1 sec,Among 3 pictures taken in 1 sec in a row&#44 it showed only in the middle,11/08/2003,37.566535,126.977969
13073,2004-01-12 20:10:00,rotterdam (near) (netherlands),,,light,5,5 seconds,01/12/04&#44 20:10 dutchtime&#44 near Rotterdam&#44 two bright lights moving very fast&#44 from some kind of craft.,1/17/2004,51.921667,4.481111
13130,2007-01-12 08:10:00,milan (at sea on s.s. giovanni),,,sphere,1500,25min. ca,In two days  (01/11/07&#44 01/12/07&#44 this veicle appared in the sky of Milan three time.The fist time (01/11/07 17.15 pm )the veicle a,02/01/2007,0,0.0
13146,2007-01-12 21:30:00,bow (near crediton),,,other,120,2mins,big ball of light getting closer and bigger we all looked up and it was really bright. it was quite close car alarms set themselves off,06/12/2007,0,0.0
13204,2009-11-02 20:45:00,zimbabwe,,,flash,20,20 seconds,UFO identified on Monday 02 November 2009 at 20:45hrs in Triangle&#44 South eastern lowveld area in Zimbabwe,12/12/2009,-19.015438,29.154857
13277,2012-11-02 10:25:00,carolina (south africa),,,disk,1,1 second,((HOAX??  DATE IS FLAWED))  We capture a UFO  on video during my amateur rocket launch,11/04/2012,0,0.0
13316,2013-11-02 18:45:00,esch-an-der-alzette (luxemburg),,,light,60,00:01:00 (estimate),Time: 18:45 (6:45 PM).Date: 11/02/2013 (2 November 2013).Location: Esch-an-der-Alzette&#44 Luxemburg. Description of event: Wa,11/11/2013,49.500881,5.986093
13364,2014-01-12 18:00:00,burton on trent  (staffordshire) (uk/england),,,light,180,3 minutes,Red/green lights moving at various speeds.,1/16/2014,52.814028,-1.637136
13395,1999-11-22 19:30:00,messina (south africa),,,unknown,900,+/- 10-15 min,I was looking at the stars and strangly I was looking at a specific star&#44 when it suddently dissapear. The star did shine brightly&#44 it,12/16/1999,0,0.0
13400,2000-11-22 14:00:00,ballina (republic of ireland),,,disk,30,30 secs.,Large metallic disk in Irish countryside,12/02/2000,-28.868483,153.560001
13476,2006-11-22 01:25:00,uk/england (in flight),,,unknown,5,5 seconds,2 flying objects close to England in front of the airplane,3/31/2008,52.355518,-1.17432
13514,2009-11-22 00:00:00,kuwait,,,light,5,5 sec,one light over Camp LSA&#44 Kuwait; moving fast - made a &quot;z&quot; maneuver.,12/12/2009,29.31166,47.481766
13523,2009-11-22 22:55:00,johannesburg (south africa),,,fireball,60,1 minute,Massive fireball turns night in to day in Johannesburg,12/12/2009,0,0.0
13550,2012-11-22 01:30:00,cape town (south africa),,,,120,2 minutes,MOON SIZED OBJECT SEEN.,12/20/2012,-33.924868,18.424055
13602,2013-11-22 19:30:00,quintana roo (secrets capri) (mexico),,,formation,60,60 seconds,Our first night in Cancun&#44 we randomly ended up having dinner outside.  My wife (completely not a UFO believer) happened to notice some,12/02/2013,19.181739,-88.479138
13614,1963-11-23 18:00:00,uss kearsarge (at sea&#44 out of japan),,,chevron,300,5 minutes,Observed 5 lights in a inverted &quot;V&quot; rise from the horizon&#44 hover for a few minutes and then sink back down below the horizon. We were a,06/02/1998,0,0.0
13649,1999-11-23 19:00:00,moon (near the moon surface),,,cigar,3,3 seconds,Observing the moon with binoculars.  Shape crossed so near the moon&#39s surface that it casted a shadow on the moon as it passed - HUGE &#33,11/30/1999,0,0.0
13656,2000-11-23 14:00:00,new zealand,,,oval,0,,couldn&#39t see with the eyes but got it on film,03/06/2001,-40.900557,174.885971
13682,2002-11-23 20:45:00,philippines,,,unknown,900,15 min,It was night of the month of november&#44 there was an electric failure&#44 so the whole place was dark. Me and my sister are fond of looking,12/09/2003,12.879721,121.774017
13684,2002-11-23 21:09:00,mexico (coastal waters&#44 west),,,unknown,5,5 seconds,Soundless flashing object crosses sky in 5 seconds&#44 ENE to WSW,12/23/2002,0,0.0
13722,2006-11-23 19:00:00,barnala sherpur (village) (india),,,triangle,1800,30min,long cyclinderical or triangle ufo sighted in India,12/07/2006,30.438101,75.705165
13819,2013-11-23 20:45:00,glendale,,,triangle,420,5-7 minutes,Triangular ufo.,12/02/2013,0,0.0
13825,2013-11-23 22:00:00,kenya,,,,0,,I don&#39t know if anybody looks up in the sky at night in Nairobi.What are those very close and bright lights . When you spot them y,12/02/2013,-0.023559,37.906193
13927,2007-11-24 21:20:00,san jose (costa rica),,,triangle,1800,30 minutes +,colors changed from orange to white to yellow. first appeared starlike&#44 but moved generally east to west&#44 but also moved sideways over,11/28/2007,0,0.0
13976,2011-11-24 22:00:00,playa del carmen,,,light,180,three minutes,Three sets of three red-coral neon lights in line&#44 &quot;following&quot; one another&#44 from mainland crossing to Cozumel island&#44 in M&eacute;xico,12/12/2011,20.629559,-87.073885
14146,2009-11-25 08:03:00,dubai (united arab emirates),,,other,0,unknown,a black bean shaped object floating in the sky .,12/12/2009,25.047664,55.181741
14170,2011-11-25 17:00:00,amed,,,disk,900,15 minutes,Silent ufo hanging over the ocean bali,12/12/2011,37.91441,40.230629
14201,2013-11-25 13:00:00,island of the sun (bolivia),,,sphere,0,,Lake Titicaca purple UFO above island of the moon.,12/02/2013,25.082252,-77.268263
